IDENTIFICACION,NUMERO_REGISTRO_MEDICO,ESPECIALIDAD
855252,905252,Pediatra
855253,905253,Odontologo
855254,905254,General
855255,905255,Cardiologo
855256,905256,Ortopedista
855257,905257,Traumatologo
855258,905258,General
855259,905259,Pediatra
855260,905260,Neurologo
855261,905261,Odontologo
855262,905262,Cardiologo
855263,905263,Pediatra
855264,905264,Cardiologo
855265,905265,Ortopedista
855266,905266,Optometra
855267,905267,Cardiologo
855268,905268,Interno
855269,905269,Traumatologo
855270,905270,Interno
855271,905271,Dermatologo
855272,905272,General
855273,905273,General
855274,905274,Odontologo
855275,905275,Interno
855276,905276,General
855277,905277,Ginecologo
855278,905278,General
855279,905279,Optometra
855280,905280,Ginecologo
855281,905281,Interno
855282,905282,Ginecologo
855283,905283,General
855284,905284,Traumatologo
855285,905285,Ginecologo
855286,905286,Neurologo
855287,905287,Ginecologo
855288,905288,General
855289,905289,Odontologo
855290,905290,Interno
855291,905291,Cardiologo
855292,905292,Neurologo
855293,905293,Traumatologo
855294,905294,Cardiologo
855295,905295,General
855296,905296,Interno
855297,905297,General
855298,905298,Ginecologo
855299,905299,Interno
855300,905300,Traumatologo
855301,905301,Traumatologo
855302,905302,Interno
855303,905303,Optometra
855304,905304,Traumatologo
855305,905305,Ortopedista
855306,905306,Dermatologo
855307,905307,General
855308,905308,Traumatologo
855309,905309,General
855310,905310,Dermatologo
855311,905311,Cardiologo
855312,905312,Neurologo
855313,905313,Pediatra
855314,905314,General
855315,905315,Odontologo
855316,905316,General
855317,905317,Pediatra
855318,905318,Optometra
855319,905319,Odontologo
855320,905320,Dermatologo
855321,905321,Optometra
855322,905322,Interno
855323,905323,Ortopedista
855324,905324,Cardiologo
855325,905325,General
855326,905326,Optometra
855327,905327,Ortopedista
855328,905328,General
855329,905329,Neurologo
855330,905330,Ginecologo
855331,905331,Pediatra
855332,905332,Dermatologo
855333,905333,Pediatra
855334,905334,Optometra
855335,905335,General
855336,905336,Ginecologo
855337,905337,Optometra
855338,905338,Interno
855339,905339,Pediatra
855340,905340,Dermatologo
855341,905341,Ortopedista
855342,905342,Ginecologo
855343,905343,Ortopedista
855344,905344,Neurologo
855345,905345,General
855346,905346,Optometra
855347,905347,Odontologo
855348,905348,Pediatra
855349,905349,General
855350,905350,Traumatologo
855351,905351,Ortopedista
855352,905352,Optometra
855353,905353,Neurologo
855354,905354,Dermatologo
855355,905355,Dermatologo
855356,905356,Pediatra
855357,905357,Neurologo
855358,905358,Dermatologo
855359,905359,Cardiologo
855360,905360,Ortopedista
855361,905361,Traumatologo
855362,905362,Interno
855363,905363,Pediatra
855364,905364,Interno
855365,905365,Ginecologo
855366,905366,Cardiologo
855367,905367,General
855368,905368,Neurologo
855369,905369,Pediatra
855370,905370,Optometra
855371,905371,Ginecologo
855372,905372,Odontologo
855373,905373,Cardiologo
855374,905374,Odontologo
855375,905375,Interno
855376,905376,General
855377,905377,Pediatra
855378,905378,Traumatologo
855379,905379,Interno
855380,905380,Odontologo
855381,905381,Ortopedista
855382,905382,Neurologo
855383,905383,Pediatra
855384,905384,Odontologo
855385,905385,Traumatologo
855386,905386,Optometra
855387,905387,Traumatologo
855388,905388,Neurologo
855389,905389,Traumatologo
855390,905390,Optometra
855391,905391,Pediatra
855392,905392,Pediatra
855393,905393,Pediatra
855394,905394,Cardiologo
855395,905395,Optometra
855396,905396,Ginecologo
855397,905397,Pediatra
855398,905398,Pediatra
855399,905399,Dermatologo
855400,905400,Ginecologo
855401,905401,Ginecologo
855402,905402,Cardiologo
855403,905403,Pediatra
855404,905404,Ortopedista
855405,905405,Pediatra
855406,905406,Optometra
855407,905407,Optometra
855408,905408,Optometra
855409,905409,General
855410,905410,Ginecologo
855411,905411,Ortopedista
855412,905412,Ginecologo
855413,905413,Neurologo
855414,905414,Pediatra
855415,905415,Traumatologo
855416,905416,Neurologo
855417,905417,Optometra
855418,905418,Pediatra
855419,905419,Traumatologo
855420,905420,Pediatra
855421,905421,General
855422,905422,Optometra
855423,905423,Ortopedista
855424,905424,Cardiologo
855425,905425,Dermatologo
855426,905426,Cardiologo
855427,905427,Ortopedista
855428,905428,General
855429,905429,Interno
855430,905430,General
855431,905431,Ginecologo
855432,905432,Odontologo
855433,905433,Neurologo
855434,905434,General
855435,905435,Pediatra
855436,905436,Optometra
855437,905437,Odontologo
855438,905438,Cardiologo
855439,905439,Interno
855440,905440,Cardiologo
855441,905441,Ortopedista
855442,905442,Optometra
855443,905443,Cardiologo
855444,905444,Ortopedista
855445,905445,General
855446,905446,Cardiologo
855447,905447,Traumatologo
855448,905448,Ortopedista
855449,905449,Ginecologo
855450,905450,Neurologo
855451,905451,Traumatologo
855452,905452,Odontologo
855453,905453,Ginecologo
855454,905454,Dermatologo
855455,905455,Interno
855456,905456,Optometra
855457,905457,Optometra
855458,905458,Ortopedista
855459,905459,General
855460,905460,Traumatologo
855461,905461,Ortopedista
855462,905462,Neurologo
855463,905463,Dermatologo
855464,905464,General
855465,905465,Cardiologo
855466,905466,Pediatra
855467,905467,General
855468,905468,Dermatologo
855469,905469,Dermatologo
855470,905470,Cardiologo
855471,905471,Optometra
855472,905472,Ginecologo
855473,905473,Optometra
855474,905474,Odontologo
855475,905475,Optometra
855476,905476,Traumatologo
855477,905477,Optometra
855478,905478,Dermatologo
855479,905479,Ortopedista
855480,905480,Ginecologo
855481,905481,Neurologo
855482,905482,Pediatra
855483,905483,General
855484,905484,Odontologo
855485,905485,Neurologo
855486,905486,Interno
855487,905487,Ginecologo
855488,905488,Ortopedista
855489,905489,Dermatologo
855490,905490,Optometra
855491,905491,Odontologo
855492,905492,Ortopedista
855493,905493,Interno
855494,905494,Neurologo
855495,905495,Interno
855496,905496,Ortopedista
855497,905497,Pediatra
855498,905498,Dermatologo
855499,905499,Dermatologo
855500,905500,Interno
855501,905501,Odontologo
855502,905502,Traumatologo
855503,905503,Interno
855504,905504,Ginecologo
855505,905505,Ginecologo
855506,905506,Dermatologo
855507,905507,Ginecologo
855508,905508,Odontologo
855509,905509,Neurologo
855510,905510,Odontologo
855511,905511,Odontologo
855512,905512,Interno
855513,905513,Cardiologo
855514,905514,Ginecologo
855515,905515,Ortopedista
855516,905516,Neurologo
855517,905517,Neurologo
855518,905518,Neurologo
855519,905519,Neurologo
855520,905520,Traumatologo
855521,905521,Optometra
855522,905522,Odontologo
855523,905523,General
855524,905524,Neurologo
855525,905525,Dermatologo
855526,905526,Pediatra
855527,905527,Dermatologo
855528,905528,Ginecologo
855529,905529,Ortopedista
855530,905530,Cardiologo
855531,905531,Ortopedista
855532,905532,Neurologo
855533,905533,Optometra
855534,905534,Neurologo
855535,905535,Interno
855536,905536,Pediatra
855537,905537,Interno
855538,905538,Dermatologo
855539,905539,Pediatra
855540,905540,Ginecologo
855541,905541,Interno
855542,905542,Traumatologo
855543,905543,Odontologo
855544,905544,General
855545,905545,Interno
855546,905546,Neurologo
855547,905547,Pediatra
855548,905548,Optometra
855549,905549,Ginecologo
855550,905550,Ortopedista
855551,905551,Cardiologo
855552,905552,Interno
855553,905553,Cardiologo
855554,905554,Optometra
855555,905555,Ortopedista
855556,905556,Neurologo
855557,905557,Optometra
855558,905558,Odontologo
855559,905559,Pediatra
855560,905560,Odontologo
855561,905561,General
855562,905562,Odontologo
855563,905563,Dermatologo
855564,905564,Optometra
855565,905565,Odontologo
855566,905566,Pediatra
855567,905567,Ortopedista
855568,905568,Neurologo
855569,905569,General
855570,905570,General
855571,905571,Dermatologo
855572,905572,Cardiologo
855573,905573,General
855574,905574,Neurologo
855575,905575,Optometra
855576,905576,Interno
855577,905577,Traumatologo
855578,905578,General
855579,905579,Ortopedista
855580,905580,Neurologo
855581,905581,Optometra
855582,905582,Interno
855583,905583,Odontologo
855584,905584,Dermatologo
855585,905585,Ortopedista
855586,905586,Ortopedista
855587,905587,Optometra
855588,905588,Traumatologo
855589,905589,Interno
855590,905590,Odontologo
855591,905591,Dermatologo
855592,905592,Ginecologo
855593,905593,Pediatra
855594,905594,Odontologo
855595,905595,Ortopedista
855596,905596,Traumatologo
855597,905597,Odontologo
855598,905598,Interno
855599,905599,Odontologo
855600,905600,Ortopedista
855601,905601,Ortopedista
855602,905602,Traumatologo
855603,905603,Cardiologo
855604,905604,Ginecologo
855605,905605,Cardiologo
855606,905606,General
855607,905607,Ginecologo
855608,905608,Odontologo
855609,905609,Neurologo
855610,905610,General
855611,905611,Traumatologo
855612,905612,Traumatologo
855613,905613,Ginecologo
855614,905614,Ginecologo
855615,905615,Optometra
855616,905616,Optometra
855617,905617,Interno
855618,905618,Dermatologo
855619,905619,Neurologo
855620,905620,Cardiologo
855621,905621,Dermatologo
855622,905622,Ortopedista
855623,905623,Pediatra
855624,905624,Traumatologo
855625,905625,Pediatra
855626,905626,Ginecologo
855627,905627,Ginecologo
855628,905628,Odontologo
855629,905629,Traumatologo
855630,905630,Dermatologo
855631,905631,Ortopedista
855632,905632,Cardiologo
855633,905633,Dermatologo
855634,905634,Pediatra
855635,905635,Traumatologo
855636,905636,Ortopedista
855637,905637,Ginecologo
855638,905638,Pediatra
855639,905639,Optometra
855640,905640,Odontologo
855641,905641,Odontologo
855642,905642,Pediatra
855643,905643,Dermatologo
855644,905644,Neurologo
855645,905645,Odontologo
855646,905646,Dermatologo
855647,905647,Ginecologo
855648,905648,Odontologo
855649,905649,Dermatologo
855650,905650,Optometra
855651,905651,Interno
855652,905652,Interno
855653,905653,Traumatologo
855654,905654,Ginecologo
855655,905655,Interno
855656,905656,Neurologo
855657,905657,Ginecologo
855658,905658,Ginecologo
855659,905659,General
855660,905660,Neurologo
855661,905661,Pediatra
855662,905662,Cardiologo
855663,905663,Pediatra
855664,905664,Neurologo
855665,905665,Odontologo
855666,905666,Cardiologo
855667,905667,Interno
855668,905668,Traumatologo
855669,905669,Interno
855670,905670,Ginecologo
855671,905671,Cardiologo
855672,905672,Interno
855673,905673,Dermatologo
855674,905674,Cardiologo
855675,905675,Dermatologo
855676,905676,Optometra
855677,905677,General
855678,905678,General
855679,905679,Interno
855680,905680,Traumatologo
855681,905681,Odontologo
855682,905682,Optometra
855683,905683,Interno
855684,905684,Ginecologo
855685,905685,Neurologo
855686,905686,Interno
855687,905687,Ortopedista
855688,905688,Traumatologo
855689,905689,Dermatologo
855690,905690,Dermatologo
855691,905691,Dermatologo
855692,905692,Ortopedista
855693,905693,Odontologo
855694,905694,Cardiologo
855695,905695,Pediatra
855696,905696,Neurologo
855697,905697,Dermatologo
855698,905698,Ginecologo
855699,905699,Dermatologo
855700,905700,Ortopedista
855701,905701,Odontologo
855702,905702,Traumatologo
855703,905703,Pediatra
855704,905704,Dermatologo
855705,905705,Optometra
855706,905706,Neurologo
855707,905707,Pediatra
855708,905708,Cardiologo
855709,905709,Ginecologo
855710,905710,Interno
855711,905711,Traumatologo
855712,905712,Ortopedista
855713,905713,Dermatologo
855714,905714,Ortopedista
855715,905715,General
855716,905716,Odontologo
855717,905717,Optometra
855718,905718,Dermatologo
855719,905719,Optometra
855720,905720,Pediatra
855721,905721,Pediatra
855722,905722,Interno
855723,905723,Ginecologo
855724,905724,Odontologo
855725,905725,Odontologo
855726,905726,Ginecologo
855727,905727,Optometra
855728,905728,Neurologo
855729,905729,Interno
855730,905730,Dermatologo
855731,905731,Ginecologo
855732,905732,General
855733,905733,Cardiologo
855734,905734,Optometra
855735,905735,Odontologo
855736,905736,Ortopedista
855737,905737,Optometra
855738,905738,Interno
855739,905739,Odontologo
855740,905740,Neurologo
855741,905741,Odontologo
855742,905742,General
855743,905743,General
855744,905744,Cardiologo
855745,905745,Dermatologo
855746,905746,Ortopedista
855747,905747,Ginecologo
855748,905748,Dermatologo
855749,905749,Odontologo
855750,905750,Pediatra
855751,905751,Ortopedista
855752,905752,Interno
855753,905753,Odontologo
855754,905754,Pediatra
855755,905755,Odontologo
855756,905756,Optometra
855757,905757,Neurologo
855758,905758,Optometra
855759,905759,Dermatologo
855760,905760,Ginecologo
855761,905761,Cardiologo
855762,905762,Neurologo
855763,905763,Traumatologo
855764,905764,Cardiologo
855765,905765,Traumatologo
855766,905766,Interno
855767,905767,Traumatologo
855768,905768,Odontologo
855769,905769,Optometra
855770,905770,General
855771,905771,Ortopedista
855772,905772,Pediatra
855773,905773,Pediatra
855774,905774,Dermatologo
855775,905775,Interno
855776,905776,Traumatologo
855777,905777,Neurologo
855778,905778,Neurologo
855779,905779,Optometra
855780,905780,Odontologo
855781,905781,General
855782,905782,Traumatologo
855783,905783,Ortopedista
855784,905784,Neurologo
855785,905785,Ginecologo
855786,905786,General
855787,905787,General
855788,905788,Ginecologo
855789,905789,Ginecologo
855790,905790,Ortopedista
855791,905791,Interno
855792,905792,Odontologo
855793,905793,Odontologo
855794,905794,Ortopedista
855795,905795,Ginecologo
855796,905796,Dermatologo
855797,905797,Odontologo
855798,905798,Dermatologo
855799,905799,Ginecologo
855800,905800,Pediatra
855801,905801,Ginecologo
855802,905802,Interno
855803,905803,Optometra
855804,905804,Interno
855805,905805,Dermatologo
855806,905806,Traumatologo
855807,905807,Optometra
855808,905808,Optometra
855809,905809,Ginecologo
855810,905810,Traumatologo
855811,905811,Traumatologo
855812,905812,General
855813,905813,Cardiologo
855814,905814,Interno
855815,905815,Interno
855816,905816,Neurologo
855817,905817,Neurologo
855818,905818,Interno
855819,905819,Dermatologo
855820,905820,Odontologo
855821,905821,Cardiologo
855822,905822,Interno
855823,905823,Neurologo
855824,905824,General
855825,905825,Ginecologo
855826,905826,Dermatologo
855827,905827,Traumatologo
855828,905828,Cardiologo
855829,905829,Traumatologo
855830,905830,Interno
855831,905831,General
855832,905832,Neurologo
855833,905833,Odontologo
855834,905834,Neurologo
855835,905835,Dermatologo
855836,905836,Traumatologo
855837,905837,Optometra
855838,905838,Pediatra
855839,905839,Traumatologo
855840,905840,Interno
855841,905841,Traumatologo
855842,905842,Traumatologo
855843,905843,Traumatologo
855844,905844,Pediatra
855845,905845,Ortopedista
855846,905846,Ortopedista
855847,905847,Pediatra
855848,905848,Odontologo
855849,905849,Interno
855850,905850,Interno
855851,905851,Neurologo
855852,905852,Optometra
855853,905853,Neurologo
855854,905854,Cardiologo
855855,905855,Odontologo
855856,905856,Pediatra
855857,905857,Optometra
855858,905858,General
855859,905859,Odontologo
855860,905860,General
855861,905861,Ortopedista
855862,905862,Interno
855863,905863,Neurologo
855864,905864,Cardiologo
855865,905865,Cardiologo
855866,905866,Pediatra
855867,905867,Ginecologo
855868,905868,Traumatologo
855869,905869,Ginecologo
855870,905870,Odontologo
855871,905871,Dermatologo
855872,905872,Odontologo
855873,905873,Interno
855874,905874,Neurologo
855875,905875,Cardiologo
855876,905876,Ginecologo
855877,905877,Interno
855878,905878,Traumatologo
855879,905879,Odontologo
855880,905880,Cardiologo
855881,905881,Neurologo
855882,905882,Ortopedista
855883,905883,Pediatra
855884,905884,Dermatologo
855885,905885,Neurologo
855886,905886,Odontologo
855887,905887,Odontologo
855888,905888,Ortopedista
855889,905889,Cardiologo
855890,905890,Ortopedista
855891,905891,Odontologo
855892,905892,Ginecologo
855893,905893,Odontologo
855894,905894,Interno
855895,905895,Ginecologo
855896,905896,Traumatologo
855897,905897,Ortopedista
855898,905898,Optometra
855899,905899,General
855900,905900,Traumatologo
855901,905901,Ginecologo
855902,905902,Traumatologo
855903,905903,Neurologo
855904,905904,Odontologo
855905,905905,Optometra
855906,905906,General
855907,905907,Dermatologo
855908,905908,Odontologo
855909,905909,Dermatologo
855910,905910,Interno
855911,905911,Odontologo
855912,905912,Traumatologo
